Year,Area Name,All ages,Not Stated,0 up to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 and over
2004,Stirling,934,0,52,122,198,337,196,29
2004,West Dunbartonshire,999,9,92,224,239,253,157,25
2004,West Lothian,"2,058",0,172,386,505,627,321,47
2005,Scotland,"54,386",77,"4,171","10,008","13,229","15,962","9,179","1,760"
2005,Aberdeen City,"2,061",1,157,360,508,640,334,61
2005,Aberdeenshire,"2,465",1,92,314,656,867,443,92
2005,Angus,"1,095",2,89,240,266,304,163,31
2005,Argyll and Bute,773,4,47,120,173,225,172,32
2005,City of Edinburgh,"4,691",5,298,668,982,"1,531",985,222
2005,Clackmannanshire,528,0,46,133,133,124,80,12
2005,Dumfries and Galloway,"1,407",0,144,332,315,381,191,44
2005,Dundee City,"1,545",17,190,379,411,329,188,31
2005,East Ayrshire,"1,258",1,131,273,291,339,180,43
2005,East Dunbartonshire,930,0,34,98,175,340,230,53
2005,East Lothian,"1,054",1,73,153,207,358,225,37
2005,East Renfrewshire,898,4,34,67,170,331,249,43
2005,Falkirk,"1,738",0,122,318,459,532,269,38
2005,Fife,"3,831",1,311,812,962,"1,100",568,77
2005,Glasgow City,"6,833",1,625,"1,419","1,729","1,772","1,063",224
2005,Highland,"2,233",3,170,403,577,591,383,106
2005,Inverclyde,902,0,89,225,194,242,127,25
2005,Midlothian,867,1,62,152,193,299,139,21
2005,Moray,878,1,69,183,230,244,125,26
2005,Na h Eileanan Siar,233,1,10,29,62,66,57,8
2005,North Ayrshire,"1,379",0,131,310,360,357,177,44
2005,North Lanarkshire,"3,834",0,323,759,"1,033","1,093",538,88
2005,Orkney Islands,180,0,14,30,45,53,31,7
2005,Perth and Kinross,"1,347",2,87,191,301,447,277,42
2005,Renfrewshire,"1,869",0,139,360,456,539,320,55
2005,Scottish Borders,"1,047",0,64,180,239,326,195,43
2005,Shetland Islands,227,0,14,50,54,67,34,8
2005,South Ayrshire,976,8,99,164,220,277,167,41
2005,South Lanarkshire,"3,322",2,211,565,867,997,598,82
2005,Stirling,873,0,50,123,169,310,187,34
2005,West Dunbartonshire,"1,000",2,105,230,250,236,149,28
2005,West Lothian,"2,112",19,141,368,542,645,335,62
2006,Scotland,"55,690",39,"4,130","10,399","13,876","15,878","9,535","1,833"
2006,Aberdeen City,"2,200",5,148,408,565,638,369,67
2006,Aberdeenshire,"2,589",0,99,350,698,879,486,77
2006,Angus,"1,110",0,91,203,290,329,167,30
2006,Argyll and Bute,781,0,49,138,160,228,169,37
2006,City of Edinburgh,"4,894",2,266,703,"1,031","1,605","1,067",220
2006,Clackmannanshire,546,0,49,125,141,131,80,20
2006,Dumfries and Galloway,"1,471",0,138,330,361,395,207,40
2006,Dundee City,"1,567",0,202,411,389,353,171,41
2006,East Ayrshire,"1,316",0,120,280,377,364,153,22
2006,East Dunbartonshire,922,0,40,87,201,303,252,39
2006,East Lothian,"1,056",0,82,146,225,323,227,53
2006,East Renfrewshire,858,2,27,81,171,296,238,43
2006,Falkirk,"1,757",0,137,315,448,546,265,46
2006,Fife,"3,999",2,343,843,"1,054","1,064",599,94
2006,Glasgow City,"6,617",1,585,"1,434","1,646","1,653","1,074",224
2006,Highland,"2,159",5,144,403,543,611,359,94
2006,Inverclyde,846,0,81,182,204,231,123,25
2006,Midlothian,887,0,58,145,239,265,149,31
2006,Moray,899,0,68,175,268,231,123,34
2006,Na h Eileanan Siar,274,1,19,30,69,75,68,12
2006,North Ayrshire,"1,501",0,154,329,377,394,214,33
2006,North Lanarkshire,"4,001",1,303,867,"1,068","1,086",571,105
2006,Orkney Islands,213,0,8,40,57,72,32,4
2006,Perth and Kinross,"1,331",2,72,232,315,389,263,58
2006,Renfrewshire,"1,838",1,139,321,464,503,342,68
2006,Scottish Borders,"1,111",0,73,172,239,331,242,54
2006,Shetland Islands,268,0,16,40,81,72,49,10
2006,South Ayrshire,"1,012",3,93,205,234,285,152,40
2006,South Lanarkshire,"3,524",3,223,580,932,"1,071",612,103
2006,Stirling,908,0,52,136,218,267,201,34
2006,West Dunbartonshire,"1,044",6,105,278,236,243,152,24
2006,West Lothian,"2,191",5,146,410,575,645,359,51
2007,Scotland,"57,781",57,"4,304","10,913","14,918","15,622","10,035","1,932"
2007,Aberdeen City,"2,417",0,171,458,640,719,362,67
2007,Aberdeenshire,"2,690",3,121,367,757,832,514,96
2007,Angus,"1,152",0,81,219,336,307,178,31
2007,Argyll and Bute,741,1,52,133,180,197,148,30
2007,City of Edinburgh,"5,056",19,281,752,"1,099","1,563","1,101",241
2007,Clackmannanshire,634,0,57,122,174,172,87,22
2007,Dumfries and Galloway,"1,507",3,140,320,398,360,231,55
2007,Dundee City,"1,668",0,180,436,488,339,187,38
2007,East Ayrshire,"1,304",1,132,307,306,342,187,29
2007,East Dunbartonshire,892,1,32,86,193,311,235,34
2007,East Lothian,"1,101",0,68,168,217,329,270,49
2007,East Renfrewshire,893,6,32,83,202,297,229,44
2007,Falkirk,"1,892",0,152,365,470,524,337,44
2007,Fife,"4,076",1,314,850,"1,149","1,038",608,116
2007,Glasgow City,"7,154",1,594,"1,597","1,892","1,744","1,104",222
2007,Highland,"2,332",0,172,431,630,588,419,92
2007,Inverclyde,857,0,67,194,213,228,124,31
2007,Midlothian,937,0,64,165,245,243,179,41
2007,Moray,"1,001",0,77,207,272,237,175,33
2007,Na h Eileanan Siar,263,1,11,40,65,83,55,8
2007,North Ayrshire,"1,528",0,169,338,403,352,222,44
2007,North Lanarkshire,"4,045",3,376,830,"1,141","1,014",584,97
2007,Orkney Islands,190,0,15,19,46,65,36,9
2007,Perth and Kinross,"1,391",4,83,239,327,400,286,52
2007,Renfrewshire,"1,898",0,139,371,486,508,322,72
2007,Scottish Borders,"1,170",2,78,190,283,332,236,49
2007,Shetland Islands,244,1,11,27,66,77,54,8
2007,South Ayrshire,"1,029",1,93,200,256,280,178,21
2007,South Lanarkshire,"3,452",6,220,597,895,998,628,108
2007,Stirling,878,2,42,136,196,261,202,39
2007,West Dunbartonshire,"1,105",0,100,252,306,259,155,33
2007,West Lothian,"2,284",1,180,414,587,623,402,77
2008,Scotland,"60,041",26,"4,279","11,373","16,171","16,028","10,025","2,139"
2008,Aberdeen City,"2,596",0,131,517,772,720,377,79
2008,Aberdeenshire,"2,771",0,111,377,759,874,534,116
2008,Angus,"1,194",0,88,209,335,332,197,33
2008,Argyll and Bute,807,0,60,155,185,209,156,42
2008,City of Edinburgh,"5,440",2,288,789,"1,248","1,676","1,180",257
2008,Clackmannanshire,644,1,62,149,162,185,71,14
2008,Dumfries and Galloway,"1,430",0,123,310,423,332,206,36
2008,Dundee City,"1,801",0,212,463,501,385,200,40
2008,East Ayrshire,"1,371",0,128,321,388,315,187,32
2008,East Dunbartonshire,970,0,48,97,212,345,228,40
2008,East Lothian,"1,182",0,73,182,260,344,257,66
2008,East Renfrewshire,868,0,41,86,174,295,224,48
2008,Falkirk,"1,949",3,153,367,541,528,298,59
2008,Fife,"4,349",1,373,885,"1,235","1,092",615,148
2008,Glasgow City,"7,371",2,555,"1,605","2,143","1,745","1,070",251
2008,Highland,"2,482",1,175,483,683,618,409,113
2008,Inverclyde,860,0,91,181,234,209,123,22
2008,Midlothian,938,0,60,194,250,241,163,30
2008,Moray,956,0,53,203,256,259,157,28
2008,Na h Eileanan Siar,257,4,20,35,58,73,55,12
2008,North Ayrshire,"1,481",0,143,324,427,343,199,45
2008,North Lanarkshire,"4,182",0,321,885,"1,156","1,095",599,126
2008,Orkney Islands,214,0,15,41,57,48,42,11
2008,Perth and Kinross,"1,443",1,96,244,383,392,267,60
2008,Renfrewshire,"2,012",0,143,381,531,527,355,75
2008,Scottish Borders,"1,138",1,61,179,278,331,240,48
2008,Shetland Islands,278,0,12,45,66,95,54,6
2008,South Ayrshire,"1,067",2,96,201,274,261,197,36
2008,South Lanarkshire,"3,689",7,246,670,"1,027",992,630,117
2008,Stirling,862,0,39,114,199,253,217,40
2008,West Dunbartonshire,"1,104",0,111,238,333,259,133,30
2008,West Lothian,"2,335",1,151,443,621,655,385,79
2009,Scotland,"59,046",20,"3,990","11,188","16,178","15,835","9,695","2,140"
2009,Aberdeen City,"2,564",0,133,442,754,764,415,56
2009,Aberdeenshire,"2,903",0,118,382,814,916,551,122
2009,Angus,"1,165",0,84,228,337,303,172,41
2009,Argyll and Bute,815,1,54,145,206,214,153,42
2009,City of Edinburgh,"5,475",1,254,753,"1,286","1,732","1,211",238
2009,Clackmannanshire,610,0,71,136,164,134,88,17
2009,Dumfries and Galloway,"1,507",1,133,347,430,330,208,58
2009,Dundee City,"1,768",0,173,453,530,367,194,51
2009,East Ayrshire,"1,362",0,118,328,371,336,176,33
2009,East Dunbartonshire,929,0,47,110,207,300,211,54
2009,East Lothian,"1,062",0,74,176,244,282,228,58
2009,East Renfrewshire,848,2,18,94,176,289,219,50
2009,Falkirk,"1,874",0,130,355,511,493,317,68
2009,Fife,"4,135",4,346,866,"1,191","1,052",550,126
2009,Glasgow City,"7,512",1,517,"1,574","2,155","1,928","1,065",272
2009,Highland,"2,374",0,170,457,682,581,385,99
2009,Inverclyde,813,1,60,191,208,206,117,30
2009,Midlothian,947,0,61,171,256,257,169,33
2009,Moray,966,0,79,187,260,250,157,33
2009,Na h Eileanan Siar,227,0,14,38,60,59,41,15
2009,North Ayrshire,"1,498",0,160,350,415,346,186,41
2009,North Lanarkshire,"4,067",0,315,870,"1,185","1,012",569,116
2009,Orkney Islands,199,0,7,44,55,49,36,8
2009,Perth and Kinross,"1,425",0,89,265,405,344,267,55
2009,Renfrewshire,"1,869",0,129,335,536,510,301,58
2009,Scottish Borders,"1,159",2,78,194,304,303,223,55
2009,Shetland Islands,273,0,7,51,76,89,42,8
2009,South Ayrshire,"1,054",2,91,232,251,278,164,36
2009,South Lanarkshire,"3,467",4,200,589,973,"1,005",563,133
2009,Stirling,863,0,42,151,174,245,211,40
2009,West Dunbartonshire,"1,082",0,89,232,320,252,159,30
2009,West Lothian,"2,234",1,129,442,642,609,347,64
2010,Scotland,"58,791",21,"3,755","10,660","16,152","16,426","9,599","2,178"
2010,Aberdeen City,"2,599",1,126,463,761,798,379,71
2010,Aberdeenshire,"2,727",0,96,389,759,868,500,115
2010,Angus,"1,096",0,73,194,324,313,154,38
2010,Argyll and Bute,763,0,47,142,207,190,136,41
2010,City of Edinburgh,"5,552",6,233,709,"1,261","1,880","1,171",292
2010,Clackmannanshire,620,0,48,118,184,172,79,19
2010,Dumfries and Galloway,"1,445",0,106,326,444,338,188,43
2010,Dundee City,"1,745",0,172,408,542,391,193,39
2010,East Ayrshire,"1,334",0,103,278,410,331,173,39
2010,East Dunbartonshire,924,0,39,114,178,316,230,47
2010,East Lothian,"1,123",1,80,173,288,305,218,58
2010,East Renfrewshire,872,1,24,80,189,296,227,55
2010,Falkirk,"1,874",0,130,314,549,528,304,49
2010,Fife,"4,172",0,349,842,"1,124","1,102",634,121
2010,Glasgow City,"7,565",2,455,"1,519","2,228","2,024","1,071",266
2010,Highland,"2,467",3,176,439,676,657,394,122
2010,Inverclyde,791,0,65,176,199,225,102,24
2010,Midlothian,994,0,80,205,252,265,163,29
2010,Moray,928,0,75,155,294,227,146,31
2010,Na h Eileanan Siar,235,2,14,36,38,78,55,12
2010,North Ayrshire,"1,450",0,156,295,422,329,200,48
2010,North Lanarkshire,"3,929",0,294,777,"1,154","1,014",556,134
2010,Orkney Islands,197,0,10,32,54,60,29,12
2010,Perth and Kinross,"1,466",1,76,266,400,381,287,55
2010,Renfrewshire,"1,995",0,133,372,576,512,342,60
2010,Scottish Borders,"1,161",0,63,217,279,317,235,50
2010,Shetland Islands,266,0,14,49,62,87,48,6
2010,South Ayrshire,"1,035",3,81,218,289,266,144,34
2010,South Lanarkshire,"3,418",0,168,574,962,"1,023",567,124
2010,Stirling,836,0,50,140,204,219,185,38
2010,West Dunbartonshire,"1,044",0,96,212,298,278,129,31
2010,West Lothian,"2,168",1,123,428,545,636,360,75
2011,Scotland,"58,590",46,"3,387","10,619","15,879","16,868","9,513","2,278"
2011,Aberdeen City,"2,608",0,130,410,788,787,409,84
2011,Aberdeenshire,"2,695",1,86,382,697,958,462,109
2011,Angus,"1,155",0,80,223,336,295,181,40
2011,Argyll and Bute,745,3,47,136,179,214,133,33
2011,City of Edinburgh,"5,560",5,177,743,"1,260","1,891","1,189",295
2011,Clackmannanshire,564,0,44,131,152,146,76,15
2011,Dumfries and Galloway,"1,396",1,91,308,415,339,196,46
2011,Dundee City,"1,765",0,130,407,537,429,214,48
2011,East Ayrshire,"1,362",2,104,314,395,331,168,48
2011,East Dunbartonshire,924,0,37,107,177,321,223,59
2011,East Lothian,"1,126",2,69,205,264,316,224,46
2011,East Renfrewshire,807,1,19,84,163,287,200,53
2011,Falkirk,"1,757",1,102,297,483,506,299,69
2011,Fife,"4,268",1,313,880,"1,244","1,116",598,116
2011,Glasgow City,"7,631",5,447,"1,464","2,146","2,159","1,117",293
2011,Highland,"2,345",10,163,391,631,650,391,109
2011,Inverclyde,814,3,48,158,238,226,106,35
2011,Midlothian,979,1,70,200,267,267,142,32
2011,Moray,973,0,52,195,285,254,150,37
2011,Na h Eileanan Siar,235,1,13,41,60,62,44,14
2011,North Ayrshire,"1,452",0,144,322,390,350,203,43
2011,North Lanarkshire,"3,993",1,256,769,"1,146","1,140",563,118
2011,Orkney Islands,205,0,7,37,64,56,31,10
2011,Perth and Kinross,"1,447",1,78,248,396,407,254,63
2011,Renfrewshire,"1,828",1,105,353,477,536,276,80
2011,Scottish Borders,"1,108",1,63,197,302,302,187,56
2011,Shetland Islands,242,0,14,39,62,78,40,9
2011,South Ayrshire,"1,073",1,77,219,272,281,173,50
2011,South Lanarkshire,"3,502",4,175,565,939,"1,069",614,136
2011,Stirling,833,0,47,103,196,269,179,39
2011,West Dunbartonshire,"1,064",0,78,240,329,252,137,28
2011,West Lothian,"2,134",0,121,451,589,574,334,65
2012,Scotland,"58,027",45,"3,074","10,272","16,028","17,262","9,147","2,199"
2012,Aberdeen City,"2,688",0,121,410,798,843,421,95
2012,Aberdeenshire,"2,867",0,105,388,832,981,465,96
2012,Angus,"1,156",0,64,214,316,355,157,50
2012,Argyll and Bute,765,0,35,138,203,217,127,45
2012,City of Edinburgh,"5,606",5,178,684,"1,318","1,919","1,222",280
2012,Clackmannanshire,627,0,51,145,172,171,70,18
2012,Dumfries and Galloway,"1,390",2,92,314,425,346,174,37
2012,Dundee City,"1,718",0,116,397,525,420,210,50
2012,East Ayrshire,"1,358",0,114,300,402,325,186,31
2012,East Dunbartonshire,894,0,28,96,193,328,202,47
2012,East Lothian,"1,079",0,65,190,292,296,189,47
2012,East Renfrewshire,881,1,20,73,174,341,216,56
2012,Falkirk,"1,806",2,106,315,488,527,299,69
2012,Fife,"4,019",2,270,817,"1,163","1,076",571,120
2012,Glasgow City,"7,543",7,366,"1,374","2,164","2,234","1,100",298
2012,Highland,"2,380",8,142,428,675,636,385,106
2012,Inverclyde,766,0,49,146,232,214,104,21
2012,Midlothian,"1,060",0,69,208,277,299,171,36
2012,Moray,915,0,61,193,288,233,113,27
2012,Na h Eileanan Siar,237,0,14,33,51,77,55,7
2012,North Ayrshire,"1,346",0,88,309,373,370,168,38
2012,North Lanarkshire,"3,740",1,226,744,"1,095","1,089",476,109
2012,Orkney Islands,201,0,9,33,56,54,36,13
2012,Perth and Kinross,"1,277",0,62,220,359,375,202,59
2012,Renfrewshire,"1,960",1,92,320,568,629,273,77
2012,Scottish Borders,"1,140",0,67,202,303,339,174,55
2012,Shetland Islands,276,0,9,45,78,86,49,9
2012,South Ayrshire,997,3,56,215,261,266,161,35
2012,South Lanarkshire,"3,375",13,183,582,840,"1,113",510,134
2012,Stirling,821,0,36,125,202,254,161,43
2012,West Dunbartonshire,"1,054",0,67,205,315,291,155,21
2012,West Lothian,"2,085",0,113,409,590,558,345,70
2013,Scotland,"56,014",17,"2,763","9,767","15,228","17,032","8,973","2,234"
2013,Aberdeen City,"2,500",0,104,380,714,849,375,78
2013,Aberdeenshire,"2,697",1,106,373,727,914,473,103
2013,Angus,"1,111",0,57,221,301,317,159,56
2013,Argyll and Bute,709,1,48,137,186,187,111,39
2013,City of Edinburgh,"5,486",1,165,625,"1,240","1,962","1,224",269
2013,Clackmannanshire,550,0,47,121,155,143,65,19
2013,Dumfries and Galloway,"1,327",0,86,276,405,339,172,49
2013,Dundee City,"1,590",0,104,349,490,410,195,42
2013,East Ayrshire,"1,342",0,84,296,383,357,185,37
2013,East Dunbartonshire,925,0,22,81,202,329,232,59
2013,East Lothian,"1,057",1,52,182,255,308,199,60
2013,East Renfrewshire,880,1,21,71,167,354,211,55
2013,Falkirk,"1,668",3,81,328,424,500,272,60
2013,Fife,"3,872",3,240,777,"1,093","1,108",530,121
2013,Glasgow City,"7,254",1,322,"1,290","2,101","2,150","1,119",271
2013,Highland,"2,233",3,118,418,581,654,349,110
2013,Inverclyde,754,0,48,143,221,222,94,26
2013,Midlothian,"1,016",0,48,210,242,307,176,33
2013,Moray,956,0,51,194,304,243,131,33
2013,Na h Eileanan Siar,246,0,14,47,64,68,40,13
2013,North Ayrshire,"1,307",0,98,287,380,315,172,55
2013,North Lanarkshire,"3,738",0,215,728,"1,087","1,102",495,111
2013,Orkney Islands,201,0,3,32,71,58,29,8
2013,Perth and Kinross,"1,320",0,74,208,354,410,227,47
2013,Renfrewshire,"1,791",0,91,315,462,565,294,64
2013,Scottish Borders,"1,138",0,43,201,302,351,193,48
2013,Shetland Islands,261,0,9,41,87,61,50,13
2013,South Ayrshire,998,1,54,207,261,287,136,52
2013,South Lanarkshire,"3,272",0,159,546,909,"1,039",492,127
2013,Stirling,807,0,41,122,196,242,153,53
2013,West Dunbartonshire,979,0,60,184,297,279,139,20
2013,West Lothian,"2,029",1,98,377,567,602,281,103
2014,Scotland,"56,725",60,"2,446","9,273","15,731","17,647","9,345","2,223"
2014,Aberdeen City,"2,565",0,76,363,745,863,425,93
2014,Aberdeenshire,"2,836",0,68,341,794,"1,007",521,105
2014,Angus,"1,146",0,45,225,338,340,164,34
2014,Argyll and Bute,727,1,30,148,214,188,114,32
2014,City of Edinburgh,"5,554",2,151,574,"1,243","1,978","1,287",319
2014,Clackmannanshire,557,0,46,130,141,136,86,18
2014,Dumfries and Galloway,"1,286",0,76,275,368,343,176,48
2014,Dundee City,"1,715",0,99,336,561,461,213,45
2014,East Ayrshire,"1,254",0,67,272,389,322,156,48
2014,East Dunbartonshire,927,0,19,73,196,368,228,43
2014,East Lothian,"1,012",2,47,167,267,320,169,40
2014,East Renfrewshire,853,0,7,60,184,333,215,54
2014,Falkirk,"1,716",0,78,328,490,505,266,49
2014,Fife,"3,889",0,239,761,"1,109","1,113",531,136
2014,Glasgow City,"7,465",21,305,"1,223","2,152","2,308","1,166",290
2014,Highland,"2,310",0,118,411,634,669,390,88
2014,Inverclyde,744,0,27,128,221,231,119,18
2014,Midlothian,"1,033",0,55,192,290,297,160,39
2014,Moray,931,0,47,192,284,254,116,38
2014,Na h Eileanan Siar,226,0,7,26,63,67,46,17
2014,North Ayrshire,"1,284",0,71,298,363,319,186,47
2014,North Lanarkshire,"3,719",0,183,643,"1,105","1,134",549,105
2014,Orkney Islands,181,0,6,28,55,57,31,4
2014,Perth and Kinross,"1,357",0,48,221,389,417,221,61
2014,Renfrewshire,"1,813",1,66,264,516,592,297,77
2014,Scottish Borders,"1,081",0,52,178,310,340,146,55
2014,Shetland Islands,253,0,9,35,68,78,55,8
2014,South Ayrshire,"1,033",0,57,184,274,301,173,44
2014,South Lanarkshire,"3,402",32,143,516,948,"1,118",525,120
2014,Stirling,841,0,37,122,192,259,187,44
2014,West Dunbartonshire,986,0,66,196,276,293,135,20
2014,West Lothian,"2,029",1,101,363,552,636,292,84
2015,Scotland,"55,098",8,"2,126","8,643","15,315","17,453","9,454","2,099"
2015,Aberdeen City,"2,609",0,77,343,736,896,467,90
2015,Aberdeenshire,"2,891",0,56,346,835,"1,030",514,110
2015,Angus,"1,065",0,36,189,308,342,148,42
2015,Argyll and Bute,688,2,24,114,198,206,114,30
2015,City of Edinburgh,"5,274",1,120,515,"1,205","1,921","1,253",259
2015,Clackmannanshire,553,0,28,110,168,147,86,14
2015,Dumfries and Galloway,"1,256",1,46,252,421,340,162,34
2015,Dundee City,"1,555",0,92,300,477,445,202,39
2015,East Ayrshire,"1,327",0,63,261,415,370,180,38
2015,East Dunbartonshire,971,0,19,86,201,382,232,51
2015,East Lothian,"1,061",1,47,155,285,333,195,45
2015,East Renfrewshire,871,0,11,54,151,333,264,58
2015,Falkirk,"1,594",0,68,264,478,462,263,59
2015,Fife,"3,755",1,195,717,"1,103","1,058",558,123
2015,Glasgow City,"7,086",1,265,"1,070","1,981","2,244","1,212",313
2015,Highland,"2,220",0,85,425,621,636,367,86
2015,Inverclyde,711,0,31,144,202,198,102,34
2015,Midlothian,"1,082",0,58,175,305,309,200,35
2015,Moray,905,0,43,171,304,260,101,26
2015,Na h Eileanan Siar,222,0,12,34,57,65,42,12
2015,North Ayrshire,"1,255",0,73,246,363,352,188,33
2015,North Lanarkshire,"3,716",1,183,668,"1,088","1,099",552,125
2015,Orkney Islands,191,0,3,26,54,62,34,12
2015,Perth and Kinross,"1,357",0,46,207,336,471,241,56
2015,Renfrewshire,"1,712",0,71,284,477,558,260,62
2015,Scottish Borders,"1,037",0,47,190,291,317,153,39
2015,Shetland Islands,234,0,8,34,70,63,53,6
2015,South Ayrshire,"1,030",0,35,179,298,302,177,39
2015,South Lanarkshire,"3,185",0,123,477,852,"1,073",546,114
2015,Stirling,792,0,35,110,184,268,163,32
2015,West Dunbartonshire,924,0,48,181,262,281,121,31
2015,West Lothian,"1,969",0,78,316,589,630,304,52
2016,Scotland,"54,488",17,"1,974","8,282","14,976","17,490","9,556","2,193"
2016,Aberdeen City,"2,521",0,70,358,665,905,421,102
2016,Aberdeenshire,"2,811",0,67,348,788,987,517,104
2016,Angus,"1,025",0,40,168,299,331,160,27
2016,Argyll and Bute,699,4,27,132,189,202,114,31
2016,City of Edinburgh,"5,300",1,113,500,"1,188","1,932","1,290",276
2016,Clackmannanshire,505,0,25,113,138,143,65,21
2016,Dumfries and Galloway,"1,318",0,76,260,408,370,152,52
2016,Dundee City,"1,576",0,91,308,461,461,217,38
2016,East Ayrshire,"1,275",0,75,266,357,358,183,36
2016,East Dunbartonshire,951,0,22,66,199,374,241,49
2016,East Lothian,"1,041",0,36,139,287,325,205,49
2016,East Renfrewshire,861,1,13,54,160,355,225,53
2016,Falkirk,"1,565",0,66,285,435,492,237,50
2016,Fife,"3,739",1,187,690,"1,110","1,045",577,129
2016,Glasgow City,"6,833",5,212,997,"1,963","2,151","1,217",288
2016,Highland,"2,150",0,82,359,598,625,381,105
2016,Inverclyde,706,0,29,122,192,225,117,21
2016,Midlothian,"1,088",0,48,156,311,331,195,47
2016,Moray,939,1,41,165,300,263,131,38
2016,Na h Eileanan Siar,238,0,9,32,68,69,47,13
2016,North Ayrshire,"1,244",0,60,251,378,348,173,34
2016,North Lanarkshire,"3,511",0,159,568,"1,024","1,055",585,120
2016,Orkney Islands,178,0,5,34,58,48,26,7
2016,Perth and Kinross,"1,325",0,32,202,363,446,221,61
2016,Renfrewshire,"1,773",0,58,250,472,600,326,67
2016,Scottish Borders,"1,005",1,40,155,282,300,177,50
2016,Shetland Islands,266,0,8,34,79,83,48,14
2016,South Ayrshire,976,1,44,172,271,305,140,43
2016,South Lanarkshire,"3,315",1,118,468,888,"1,185",530,125
2016,Stirling,807,0,17,135,183,244,184,44
2016,West Dunbartonshire,958,0,39,166,277,311,132,33
2016,West Lothian,"1,989",1,65,329,585,621,322,66
2017,Scotland,"52,861",1,"1,838","7,720","14,537","16,955","9,745","2,065"
2017,Aberdeen City,"2,402",0,69,311,704,821,420,77
2017,Aberdeenshire,"2,659",0,57,315,784,929,482,92
2017,Angus,"1,054",0,39,176,318,323,167,31
2017,Argyll and Bute,665,0,15,101,205,187,129,28
2017,City of Edinburgh,"5,033",0,113,462,"1,069","1,842","1,240",307
2017,Clackmannanshire,536,0,28,106,168,139,82,13
2017,Dumfries and Galloway,"1,248",0,53,235,382,337,209,32
2017,Dundee City,"1,493",0,96,271,426,454,205,41
2017,East Ayrshire,"1,151",0,50,237,367,304,157,36
2017,East Dunbartonshire,"1,036",0,15,71,186,394,315,55
2017,East Lothian,971,0,36,142,243,316,191,43
2017,East Renfrewshire,886,0,9,44,180,354,242,57
2017,Falkirk,"1,567",0,68,254,460,477,244,64
2017,Fife,"3,465",0,188,625,"1,006",999,537,110
2017,Glasgow City,"6,852",1,234,987,"1,898","2,183","1,276",273
2017,Highland,"2,089",0,76,313,598,652,369,81
2017,Inverclyde,667,0,16,106,184,222,113,26
2017,Midlothian,"1,107",0,35,148,303,370,209,42
2017,Moray,856,0,30,153,268,248,124,33
2017,Na h Eileanan Siar,215,0,6,19,56,70,52,12
2017,North Ayrshire,"1,193",0,74,218,369,317,180,35
2017,North Lanarkshire,"3,558",0,152,586,"1,034","1,102",557,127
2017,Orkney Islands,184,0,3,18,50,71,29,13
2017,Perth and Kinross,"1,210",0,25,191,318,398,230,48
2017,Renfrewshire,"1,794",0,55,241,498,611,328,61
2017,Scottish Borders,989,0,31,141,289,328,157,43
2017,Shetland Islands,218,0,0,29,64,79,35,11
2017,South Ayrshire,937,0,28,157,278,286,155,33
2017,South Lanarkshire,"3,205",0,115,430,852,"1,024",665,119
2017,Stirling,804,0,26,107,190,269,169,43
2017,West Dunbartonshire,891,0,39,179,255,244,146,28
2017,West Lothian,"1,926",0,57,347,535,605,331,51
2018,Scotland,"51,308",2,"1,614","7,187","14,080","16,658","9,614","2,153"
2018,Aberdeen City,"2,337",0,60,321,562,814,474,106
2018,Aberdeenshire,"2,697",0,47,300,788,943,508,111
2018,Angus,964,0,47,138,275,279,192,33
2018,Argyll and Bute,648,0,22,107,189,184,123,23
2018,City of Edinburgh,"4,899",0,114,380,"1,076","1,767","1,267",295
2018,Clackmannanshire,465,0,18,100,134,130,69,14
2018,Dumfries and Galloway,"1,198",0,44,238,363,356,151,46
2018,Dundee City,"1,488",0,72,271,434,450,210,51
2018,East Ayrshire,"1,176",1,53,211,330,370,186,25
2018,East Dunbartonshire,950,0,12,58,178,400,238,64
2018,East Lothian,"1,020",0,31,140,257,320,215,57
2018,East Renfrewshire,854,0,9,49,158,341,241,56
2018,Falkirk,"1,493",0,35,224,448,459,267,60
2018,Fife,"3,479",0,159,604,"1,009","1,041",552,114
2018,Glasgow City,"6,548",0,217,900,"1,807","2,122","1,210",292
2018,Highland,"2,005",0,69,307,579,601,371,78
2018,Inverclyde,689,0,29,127,197,200,118,18
2018,Midlothian,"1,075",0,20,118,311,386,200,40
2018,Moray,825,0,20,147,287,216,129,26
2018,Na h Eileanan Siar,206,0,4,32,41,65,46,18
2018,North Ayrshire,"1,125",0,64,214,330,315,167,35
2018,North Lanarkshire,"3,387",0,154,548,998,"1,041",537,109
2018,Orkney Islands,186,0,0,18,59,71,33,5
2018,Perth and Kinross,"1,217",0,25,175,336,401,230,50
2018,Renfrewshire,"1,697",0,37,244,480,559,310,67
2018,Scottish Borders,984,0,23,136,292,304,190,39
2018,Shetland Islands,215,0,3,32,58,66,43,13
2018,South Ayrshire,932,1,26,145,261,315,149,35
2018,South Lanarkshire,"3,153",0,99,403,878,"1,047",589,137
2018,Stirling,757,0,17,98,210,234,154,44
2018,West Dunbartonshire,885,0,34,141,263,276,137,34
2018,West Lothian,"1,754",0,50,261,492,585,308,58
2019,Scotland,"49,863",6,"1,449","6,707","13,574","16,562","9,479","2,086"
2019,Aberdeen City,"2,260",0,53,243,628,789,435,112
2019,Aberdeenshire,"2,400",0,36,222,700,860,503,79
