year,age,sex,n,deaths
1991,76,Males,12944,947
1991,77,Females,20101,1047
1991,77,Males,11874,966
1991,78,Females,18783,1138
1991,78,Males,11002,1025
1991,79,Females,17347,1065
1991,79,Males,9724,1021
1991,80,Females,16543,1142
1991,80,Males,8590,951
1991,81,Females,15569,1168
1991,81,Males,7696,914
1991,82,Females,14294,1207
1991,82,Males,6601,919
1991,83,Females,12809,1231
1991,83,Males,5592,826
1991,84,Females,11076,1210
1991,84,Males,4496,706
1991,85,Females,10222,1175
1991,85,Males,3776,607
1991,86,Females,8756,1109
1991,86,Males,3046,573
1991,87,Females,7623,1069
1991,87,Males,2489,497
1991,88,Females,6376,933
1991,88,Males,1853,394
1991,89,Females,5178,869
1991,89,Males,1490,345
1991,90,Females,16130,3829
1991,90,Males,3329,914
1992,0,Females,32611,184
1992,0,Males,33922,265
1992,1,Females,32040,19
1992,1,Males,33472,22
1992,2,Females,30948,19
1992,2,Males,32198,11
1992,3,Females,31155,8
1992,3,Males,32637,11
1992,4,Females,32049,4
1992,4,Males,34030,7
1992,5,Females,31823,7
1992,5,Males,33121,9
1992,6,Females,32060,5
1992,6,Males,33544,7
1992,7,Females,31616,6
1992,7,Males,32646,4
1992,8,Females,30335,3
1992,8,Males,31824,5
1992,9,Females,30988,2
1992,9,Males,32306,3
1992,10,Females,31683,3
1992,10,Males,32900,4
1992,11,Females,32457,3
1992,11,Males,34217,7
1992,12,Females,32040,8
1992,12,Males,33237,8
1992,13,Females,30640,5
1992,13,Males,32502,11
1992,14,Females,29002,2
1992,14,Males,29960,6
1992,15,Females,28328,4
1992,15,Males,29897,12
1992,16,Females,30769,9
1992,16,Males,31944,15
1992,17,Females,31510,11
1992,17,Males,32164,28
1992,18,Females,31797,11
1992,18,Males,32837,33
1992,19,Females,34925,10
1992,19,Males,36129,35
1992,20,Females,37701,13
1992,20,Males,38134,35
1992,21,Females,39815,11
1992,21,Males,40289,47
1992,22,Females,39518,13
1992,22,Males,39703,44
1992,23,Females,40239,15
1992,23,Males,40597,47
1992,24,Females,41009,21
1992,24,Males,40788,65
1992,25,Females,40916,20
1992,25,Males,41448,63
1992,26,Females,40573,21
1992,26,Males,39856,60
1992,27,Females,42278,25
1992,27,Males,41495,57
1992,28,Females,42185,18
1992,28,Males,40917,46
1992,29,Females,41465,23
1992,29,Males,40120,57
1992,30,Females,40567,15
1992,30,Males,40049,53
1992,31,Females,40706,25
1992,31,Males,39672,53
1992,32,Females,39607,22
1992,32,Males,39076,42
1992,33,Females,38895,32
1992,33,Males,37902,40
1992,34,Females,38132,24
1992,34,Males,36470,40
1992,35,Females,36993,33
1992,35,Males,35635,45
1992,36,Females,35875,23
1992,36,Males,35516,61
1992,37,Females,34666,30
1992,37,Males,33756,57
1992,38,Females,34339,44
1992,38,Males,33774,56
1992,39,Females,33694,47
1992,39,Males,33204,52
1992,40,Females,32772,40
1992,40,Males,31819,79
1992,41,Females,33559,48
1992,41,Males,33128,100
1992,42,Females,33823,39
1992,42,Males,33543,83
1992,43,Females,35244,62
1992,43,Males,34740,92
1992,44,Females,36732,76
1992,44,Males,36280,106
1992,45,Females,39958,90
1992,45,Males,39522,124
1992,46,Females,30881,85
1992,46,Males,30645,120
1992,47,Females,29769,76
1992,47,Males,29401,113
1992,48,Females,30974,95
1992,48,Males,30440,149
1992,49,Females,30709,104
1992,49,Males,29679,172
1992,50,Females,29119,104
1992,50,Males,27825,177
1992,51,Females,27793,123
1992,51,Males,26350,175
1992,52,Females,28984,143
1992,52,Males,27444,200
1992,53,Females,29133,128
1992,53,Males,27549,244
1992,54,Females,28993,161
1992,54,Males,27517,242
1992,55,Females,28859,160
1992,55,Males,26789,255
1992,56,Females,28531,199
1992,56,Males,26579,290
1992,57,Females,28295,221
1992,57,Males,26064,336
1992,58,Females,27723,235
1992,58,Males,25654,354
1992,59,Females,27547,246
1992,59,Males,25129,380
1992,60,Females,28656,330
1992,60,Males,25721,453
1992,61,Females,28573,310
1992,61,Males,25459,479
1992,62,Females,28471,345
1992,62,Males,24803,538
1992,63,Females,27888,387
1992,63,Males,24383,590
1992,64,Females,27175,383
1992,64,Males,23366,638
1992,65,Females,27195,500
1992,65,Males,23129,685
1992,66,Females,27461,503
1992,66,Males,23302,747
1992,67,Females,26504,551
1992,67,Males,21959,846
1992,68,Females,26179,581
1992,68,Males,21287,852
1992,69,Females,25654,628
1992,69,Males,20044,868
1992,70,Females,26516,727
1992,70,Males,20520,942
1992,71,Females,26713,793
1992,71,Males,19601,965
1992,72,Females,27666,883
1992,72,Males,19606,1060
1992,73,Females,19159,755
1992,73,Males,12913,799
1992,74,Females,18081,742
1992,74,Males,11955,777
1992,75,Females,18517,845
1992,75,Males,12099,882
1992,76,Females,19463,916
1992,76,Males,11929,942
1992,77,Females,19857,1022
1992,77,Males,11955,974
1992,78,Females,19022,1051
1992,78,Males,10870,1029
1992,79,Females,17697,1162
1992,79,Males,9981,1033
1992,80,Females,16260,1097
1992,80,Males,8729,1003
1992,81,Females,15391,1232
1992,81,Males,7667,895
1992,82,Females,14443,1209
1992,82,Males,6785,885
1992,83,Females,13101,1237
1992,83,Males,5687,865
1992,84,Females,11603,1173
1992,84,Males,4801,717
1992,85,Females,9949,1164
1992,85,Males,3808,658
1992,86,Females,9034,1108
1992,86,Males,3166,562
1992,87,Females,7703,998
1992,87,Males,2518,493
1992,88,Females,6635,919
1992,88,Males,2026,419
1992,89,Females,5460,894
1992,89,Males,1514,339
1992,90,Females,16975,3925
1992,90,Males,3704,1085
1993,0,Females,31396,172
1993,0,Males,32624,240
1993,1,Females,32557,16
1993,1,Males,33843,14
1993,2,Females,32076,11
1993,2,Males,33430,15
1993,3,Females,31004,8
1993,3,Males,32291,10
1993,4,Females,31103,10
1993,4,Males,32654,11
1993,5,Females,32077,14
1993,5,Males,34040,3
1993,6,Females,31845,5
1993,6,Males,33170,4
1993,7,Females,32062,5
1993,7,Males,33582,8
1993,8,Females,31720,4
1993,8,Males,32747,9
1993,9,Females,30393,6
1993,9,Males,31830,15
1993,10,Females,30956,5
1993,10,Males,32190,6
1993,11,Females,31636,7
1993,11,Males,32809,11
1993,12,Females,32511,5
1993,12,Males,34152,7
1993,13,Females,32056,4
1993,13,Males,33181,8
1993,14,Females,30644,6
1993,14,Males,32352,5
1993,15,Females,28998,6
1993,15,Males,29746,15
1993,16,Females,28274,11
1993,16,Males,29604,12
1993,17,Females,30681,13
1993,17,Males,31600,19
1993,18,Females,31349,10
1993,18,Males,31772,31
1993,19,Females,32951,15
1993,19,Males,33546,30
1993,20,Females,35479,7
1993,20,Males,36328,34
1993,21,Females,37910,9
1993,21,Males,38106,34
1993,22,Females,39655,13
1993,22,Males,39963,51
1993,23,Females,39116,16
1993,23,Males,39220,52
1993,24,Females,39961,15
1993,24,Males,40034,54
1993,25,Females,40832,17
1993,25,Males,40357,40
1993,26,Females,40893,21
1993,26,Males,41145,46
1993,27,Females,40700,17
1993,27,Males,39641,53
1993,28,Females,42314,22
1993,28,Males,41283,51
1993,29,Females,42229,23
1993,29,Males,40678,41
1993,30,Females,41562,35
1993,30,Males,40002,61
1993,31,Females,40673,44
1993,31,Males,40024,51
1993,32,Females,40763,26
1993,32,Males,39590,49
1993,33,Females,39678,24
1993,33,Males,38984,45
1993,34,Females,39038,29
1993,34,Males,37871,53
1993,35,Females,38242,39
1993,35,Males,36509,54
1993,36,Females,37007,36
1993,36,Males,35689,62
1993,37,Females,35917,40
1993,37,Males,35481,50
1993,38,Females,34736,31
1993,38,Males,33791,47
1993,39,Females,34403,32
1993,39,Males,33846,66
1993,40,Females,33729,44
1993,40,Males,33275,78
1993,41,Females,32777,49
1993,41,Males,31867,66
1993,42,Females,33612,48
1993,42,Males,33143,100
1993,43,Females,33857,71
1993,43,Males,33599,90
1993,44,Females,35173,70
1993,44,Males,34743,112
1993,45,Females,36718,68
1993,45,Males,36238,144
1993,46,Females,39935,92
1993,46,Males,39509,157
1993,47,Females,30835,80
1993,47,Males,30630,136
1993,48,Females,29768,75
1993,48,Males,29328,146
1993,49,Females,30952,116
1993,49,Males,30419,155
1993,50,Females,30688,114
1993,50,Males,29593,190
1993,51,Females,29093,104
1993,51,Males,27734,197
1993,52,Females,27762,138
1993,52,Males,26264,198
1993,53,Females,28902,150
1993,53,Males,27334,222
1993,54,Females,29043,152
1993,54,Males,27413,272
1993,55,Females,28894,153
1993,55,Males,27372,285
1993,56,Females,28693,187
1993,56,Males,26609,312
1993,57,Females,28451,204
1993,57,Males,26363,341
1993,58,Females,28162,234
1993,58,Males,25776,354
1993,59,Females,27561,250
1993,59,Males,25348,394
1993,60,Females,27314,300
1993,60,Males,24780,436
1993,61,Females,28422,311
1993,61,Males,25318,472
1993,62,Females,28254,335
1993,62,Males,24998,546
1993,63,Females,28136,420
1993,63,Males,24264,592
1993,64,Females,27515,399
1993,64,Males,23800,643
1993,65,Females,26775,465
1993,65,Males,22777,676
1993,66,Females,26702,513
1993,66,Males,22463,722
1993,67,Females,26967,557
1993,67,Males,22520,850
1993,68,Females,25964,617
1993,68,Males,21152,900
1993,69,Females,25646,663
1993,69,Males,20445,872
1993,70,Females,24984,725
1993,70,Males,19142,917
1993,71,Females,25795,787
1993,71,Males,19559,1027
1993,72,Females,25943,848
1993,72,Males,18653,1024
1993,73,Females,26749,951
1993,73,Males,18495,1123
1993,74,Females,18473,792
1993,74,Males,12096,920
1993,75,Females,17321,771
1993,75,Males,11061,873
1993,76,Females,17672,898
1993,76,Males,11157,880
1993,77,Females,18490,1049
1993,77,Males,10969,998
1993,78,Females,18765,1139
1993,78,Males,10890,1017
1993,79,Females,17954,1247
1993,79,Males,9848,1046
1993,80,Females,16524,1218
1993,80,Males,8984,997
1993,81,Females,15091,1218
1993,81,Males,7755,1003
1993,82,Females,14162,1228
1993,82,Males,6746,949
1993,83,Females,13213,1294
1993,83,Males,5934,856
1993,84,Females,11937,1268
1993,84,Males,4920,851
1993,85,Females,10471,1261
1993,85,Males,4070,668
1993,86,Females,8774,1226
1993,86,Males,3186,599
1993,87,Females,7891,1237
1993,87,Males,2603,597
1993,88,Females,6684,1034
1993,88,Males,2028,475
1993,89,Females,5669,993
1993,89,Males,1608,362
1993,90,Females,17782,4553
1993,90,Males,3936,1197
1994,0,Females,30702,170
1994,0,Males,32108,212
1994,1,Females,31378,14
1994,1,Males,32605,19
1994,2,Females,32519,6
1994,2,Males,33837,7
1994,3,Females,32101,6
1994,3,Males,33474,11
1994,4,Females,31091,3
1994,4,Males,32402,5
1994,5,Females,31150,3
1994,5,Males,32700,7
1994,6,Females,32116,5
1994,6,Males,34107,6
1994,7,Females,31914,1
1994,7,Males,33263,4
1994,8,Females,32121,0
1994,8,Males,33670,5
1994,9,Females,31879,2
1994,9,Males,32920,5
1994,10,Females,30495,4
1994,10,Males,31850,7
1994,11,Females,30928,4
1994,11,Males,32168,6
1994,12,Females,31601,2
1994,12,Males,32675,11
1994,13,Females,32451,2
1994,13,Males,34132,8
1994,14,Females,32082,7
1994,14,Males,33176,16
1994,15,Females,30638,3
1994,15,Males,32250,11
1994,16,Females,28999,4
1994,16,Males,29555,17
1994,17,Females,28277,9
1994,17,Males,29331,25
1994,18,Females,30667,10
1994,18,Males,31405,43
1994,19,Females,32655,7
1994,19,Males,32578,37
1994,20,Females,33674,6
1994,20,Males,33973,31
1994,21,Females,35707,17
1994,21,Males,36332,41
1994,22,Females,37868,9
1994,22,Males,37911,45
1994,23,Females,39268,20
1994,23,Males,39375,54
1994,24,Females,38855,22
1994,24,Males,38769,41
1994,25,Females,39929,18
1994,25,Males,39633,51
1994,26,Females,40847,13
1994,26,Males,39979,50
1994,27,Females,41073,22
1994,27,Males,41016,67
1994,28,Females,40912,25
1994,28,Males,39506,51
1994,29,Females,42401,24
1994,29,Males,41123,54
1994,30,Females,42361,29
1994,30,Males,40524,56
1994,31,Females,41747,20
1994,31,Males,40025,49
1994,32,Females,40819,21
1994,32,Males,39974,63
1994,33,Females,40878,32
1994,33,Males,39509,47
1994,34,Females,39774,25
1994,34,Males,38911,50
1994,35,Females,39122,30
1994,35,Males,37883,50
1994,36,Females,38371,34
1994,36,Males,36597,48
1994,37,Females,37104,42
1994,37,Males,35821,54
1994,38,Females,36014,38
1994,38,Males,35498,53
1994,39,Females,34824,52
1994,39,Males,33837,70
1994,40,Females,34496,53
1994,40,Males,33964,75
1994,41,Females,33747,54
1994,41,Males,33284,87
1994,42,Females,32763,54
1994,42,Males,31994,82
1994,43,Females,33623,74
1994,43,Males,33171,99
1994,44,Females,33919,64
1994,44,Males,33685,97
1994,45,Females,35173,77
1994,45,Males,34759,122
1994,46,Females,36682,85
1994,46,Males,36251,134
1994,47,Females,39944,91
1994,47,Males,39452,137
1994,48,Females,30806,80
1994,48,Males,30627,130
1994,49,Females,29799,89
1994,49,Males,29270,156
1994,50,Females,30934,107
1994,50,Males,30352,165
1994,51,Females,30684,136
1994,51,Males,29538,204
1994,52,Females,29025,146
1994,52,Males,27654,193
1994,53,Females,27666,128
1994,53,Males,26134,207
1994,54,Females,28808,163
1994,54,Males,27208,236
1994,55,Females,28947,169
1994,55,Males,27236,275
1994,56,Females,28749,211
1994,56,Males,27155,332
1994,57,Females,28544,211
1994,57,Males,26356,315
1994,58,Females,28315,193
1994,58,Males,26114,339
1994,59,Females,27991,248
1994,59,Males,25498,336
1994,60,Females,27375,254
1994,60,Males,25010,409
1994,61,Females,27151,318
1994,61,Males,24432,427
1994,62,Females,28164,341
1994,62,Males,24861,551
1994,63,Females,27944,344
1994,63,Males,24477,531
1994,64,Females,27791,434
1994,64,Males,23682,599
1994,65,Females,27148,456
1994,65,Males,23204,627
1994,66,Females,26312,477
1994,66,Males,22055,715
1994,67,Females,26191,516
1994,67,Males,21708,770
1994,68,Females,26402,601
1994,68,Males,21682,794
1994,69,Females,25400,586
1994,69,Males,20282,861
1994,70,Females,24986,665
1994,70,Males,19598,867
1994,71,Females,24271,741
1994,71,Males,18247,914
1994,72,Females,25017,789
1994,72,Males,18549,1007
1994,73,Females,25147,843
1994,73,Males,17669,985
1994,74,Females,25785,943
1994,74,Males,17391,1035
1994,75,Females,17765,766
1994,75,Males,11250,773
1994,76,Females,16538,751
1994,76,Males,10278,780
1994,77,Females,16795,825
1994,77,Males,10300,856
1994,78,Females,17517,952
1994,78,Males,10038,869
1994,79,Females,17644,1057
1994,79,Males,9870,938
1994,80,Females,16798,1181
1994,80,Males,8836,893
1994,81,Females,15295,1077
1994,81,Males,8043,898
1994,82,Females,13981,1115
1994,82,Males,6799,844
1994,83,Females,12957,1118
1994,83,Males,5863,817
1994,84,Females,11980,1166
1994,84,Males,5045,778
1994,85,Females,10796,1123
1994,85,Males,4204,655
1994,86,Females,9299,1110
1994,86,Males,3420,613
1994,87,Females,7633,1006
1994,87,Males,2612,500
1994,88,Females,6786,1018
1994,88,Males,2098,424
1994,89,Females,5713,863
1994,89,Males,1613,358
1994,90,Females,18360,4282
1994,90,Males,4122,1120
1995,0,Females,29426,178
1995,0,Males,30808,197
1995,1,Females,30575,10
1995,1,Males,31935,14
1995,2,Females,31323,5
1995,2,Males,32482,10
1995,3,Females,32419,6
1995,3,Males,33794,9
1995,4,Females,32070,5
1995,4,Males,33494,4
1995,5,Females,31060,4
1995,5,Males,32398,6
1995,6,Females,31155,5
1995,6,Males,32626,8
1995,7,Females,32060,1
1995,7,Males,34064,2
1995,8,Females,31908,2
1995,8,Males,33302,6
1995,9,Females,32117,4
1995,9,Males,33691,8
1995,10,Females,31972,7
1995,10,Males,32981,5
1995,11,Females,30508,6
1995,11,Males,31850,5
1995,12,Females,30868,4
1995,12,Males,32061,8
1995,13,Females,31524,3
1995,13,Males,32493,6
1995,14,Females,32402,6
1995,14,Males,33998,6
1995,15,Females,32081,8
1995,15,Males,33110,21
1995,16,Females,30610,9
1995,16,Males,32058,19
1995,17,Females,28873,7
1995,17,Males,29270,33
1995,18,Females,28292,13
1995,18,Males,29096,38
1995,19,Females,32138,13
1995,19,Males,32311,41
1995,20,Females,33343,9
1995,20,Males,32835,33
1995,21,Females,33764,14
1995,21,Males,33878,44
1995,22,Females,35523,10
1995,22,Males,35850,46
1995,23,Females,37414,15
1995,23,Males,37189,29
1995,24,Females,38935,22
1995,24,Males,38549,43
1995,25,Females,38649,16
1995,25,Males,38128,44
1995,26,Females,39827,23
1995,26,Males,39128,52
1995,27,Females,40828,14
1995,27,Males,39682,61
1995,28,Females,41084,12
1995,28,Males,40715,54
1995,29,Females,40982,22
1995,29,Males,39201,54
1995,30,Females,42342,21
1995,30,Males,40851,56
1995,31,Females,42423,37
1995,31,Males,40309,63
1995,32,Females,41880,23
1995,32,Males,39784,67
1995,33,Females,40847,32
1995,33,Males,39852,50
1995,34,Females,40872,31
1995,34,Males,39214,62
1995,35,Females,39737,27
1995,35,Males,38707,49
1995,36,Females,39199,38
1995,36,Males,37790,66
1995,37,Females,38382,34
1995,37,Males,36577,45
1995,38,Females,37182,35
1995,38,Males,35816,62
1995,39,Females,36050,31
1995,39,Males,35455,57
1995,40,Females,34801,54
1995,40,Males,33922,77
1995,41,Females,34494,53
1995,41,Males,33912,74
1995,42,Females,33758,49
1995,42,Males,33248,84
1995,43,Females,32757,47
1995,43,Males,32034,90
1995,44,Females,33627,67
1995,44,Males,33171,94
1995,45,Females,33912,75
1995,45,Males,33606,135
1995,46,Females,35112,79
1995,46,Males,34767,148
1995,47,Females,36588,99
1995,47,Males,36182,146
1995,48,Females,39877,101
1995,48,Males,39354,170
1995,49,Females,30786,108
1995,49,Males,30548,137
1995,50,Females,29735,115
1995,50,Males,29207,158
1995,51,Females,30858,113
1995,51,Males,30257,203
1995,52,Females,30607,134
1995,52,Males,29431,211
1995,53,Females,28930,139
1995,53,Males,27497,219
1995,54,Females,27607,137
1995,54,Males,25969,219
1995,55,Females,28704,145
1995,55,Males,27055,284
1995,56,Females,28811,172
1995,56,Males,26989,290
1995,57,Females,28572,207
1995,57,Males,26900,320
1995,58,Females,28388,222
1995,58,Males,26095,346
1995,59,Females,28176,211
1995,59,Males,25847,373
1995,60,Females,27829,290
1995,60,Males,25221,409
1995,61,Females,27163,283
1995,61,Males,24623,477
1995,62,Females,26911,299
1995,62,Males,24041,467
1995,63,Females,27880,364
1995,63,Males,24368,554
1995,64,Females,27628,408
1995,64,Males,23928,624
1995,65,Females,27361,422
1995,65,Males,23117,679
1995,66,Females,26751,501
1995,66,Males,22612,674
1995,67,Females,25802,505
1995,67,Males,21327,748
1995,68,Females,25649,547
1995,68,Males,20967,763
1995,69,Females,25825,588
1995,69,Males,20932,860
1995,70,Females,24803,688
1995,70,Males,19437,817
1995,71,Females,24328,722
1995,71,Males,18768,899
1995,72,Females,23515,769
1995,72,Males,17343,969
1995,73,Females,24235,816
1995,73,Males,17522,1016
1995,74,Females,24283,891
1995,74,Males,16687,1024
1995,75,Females,24777,1088
1995,75,Males,16355,1058
1995,76,Females,17035,800
1995,76,Males,10532,783
1995,77,Females,15741,786
1995,77,Males,9452,792
1995,78,Females,15934,885
1995,78,Males,9464,834
1995,79,Females,16527,1039
1995,79,Males,9197,912
1995,80,Females,16630,1107
1995,80,Males,8910,971
1995,81,Females,15686,1199
1995,81,Males,7957,914
1995,82,Females,14196,1151
1995,82,Males,7176,853
1995,83,Females,12883,1175
1995,83,Males,5961,802
1995,84,Females,11750,1222
1995,84,Males,5106,685
1995,85,Females,10842,1220
1995,85,Males,4306,734
1995,86,Females,9692,1209
1995,86,Males,3565,611
1995,87,Females,8224,1156
1995,87,Males,2880,551
1995,88,Females,6689,964
1995,88,Males,2146,452
1995,89,Females,5877,942
1995,89,Males,1706,373
1995,90,Females,19147,4584
1995,90,Males,4424,1225
1996,0,Females,28495,159
1996,0,Males,30016,206
1996,1,Females,29250,8
1996,1,Males,30705,16
1996,2,Females,30389,5
1996,2,Males,31747,14
1996,3,Females,31181,7
1996,3,Males,32413,4
1996,4,Females,32257,4
1996,4,Males,33630,7
1996,5,Females,32046,19
1996,5,Males,33455,8
1996,6,Females,30963,1
1996,6,Males,32381,6
1996,7,Females,31045,2
1996,7,Males,32600,1
1996,8,Females,31950,4
1996,8,Males,33979,2
1996,9,Females,31862,5
1996,9,Males,33259,6
1996,10,Females,32067,3
1996,10,Males,33602,5
1996,11,Females,31976,2
1996,11,Males,32967,7
1996,12,Females,30467,5
1996,12,Males,31757,12
1996,13,Females,30756,4
1996,13,Males,31869,8
1996,14,Females,31394,7
1996,14,Males,32312,14
1996,15,Females,32318,6
1996,15,Males,33876,11
1996,16,Females,32000,12
1996,16,Males,32901,17
1996,17,Females,30527,14
1996,17,Males,31740,32
1996,18,Females,28762,10
1996,18,Males,28930,38
1996,19,Females,29533,7
1996,19,Males,29860,41
1996,20,Females,32542,8
1996,20,Males,32449,34
1996,21,Females,33278,15
1996,21,Males,32627,61
1996,22,Females,33462,14
1996,22,Males,33257,49
1996,23,Females,34857,17
1996,23,Males,34890,35
1996,24,Females,36848,13
1996,24,Males,36237,33
1996,25,Females,38611,15
1996,25,Males,37792,47
1996,26,Females,38265,16
1996,26,Males,37415,48
1996,27,Females,39525,17
1996,27,Males,38638,54
1996,28,Females,40694,26
1996,28,Males,39185,54
1996,29,Females,41053,18
1996,29,Males,40246,52
1996,30,Females,40857,22
1996,30,Males,38835,75
1996,31,Females,42220,28
1996,31,Males,40512,48
1996,32,Females,42377,32
1996,32,Males,39971,60
1996,33,Females,41850,19
1996,33,Males,39624,61
1996,34,Females,40809,25
1996,34,Males,39572,57
1996,35,Females,40763,45
1996,35,Males,39019,72
1996,36,Females,39590,26
1996,36,Males,38427,65
1996,37,Females,39097,38
1996,37,Males,37594,64
1996,38,Females,38351,36
1996,38,Males,36447,74
1996,39,Females,37192,47
1996,39,Males,35652,69
1996,40,Females,36029,46
1996,40,Males,35318,78
1996,41,Females,34745,37
1996,41,Males,33843,72
1996,42,Females,34480,50
1996,42,Males,33818,84
1996,43,Females,33690,66
1996,43,Males,33183,92
1996,44,Females,32709,62
1996,44,Males,32000,86
1996,45,Females,33557,87
1996,45,Males,33056,131
1996,46,Females,33859,80
1996,46,Males,33522,124
1996,47,Females,35056,90
1996,47,Males,34661,149
1996,48,Females,36498,115
1996,48,Males,36049,152
1996,49,Females,39737,125
1996,49,Males,39178,199
1996,50,Females,30715,114
1996,50,Males,30411,169
1996,51,Females,29670,120
1996,51,Males,29104,190
1996,52,Females,30767,141
1996,52,Males,30096,229
1996,53,Females,30505,141
1996,53,Males,29228,242
1996,54,Females,28759,159
1996,54,Males,27352,259
1996,55,Females,27541,153
1996,55,Males,25788,253
1996,56,Females,28579,176
1996,56,Males,26788,275
1996,57,Females,28649,219
1996,57,Males,26691,358
1996,58,Females,28382,214
1996,58,Males,26638,344
1996,59,Females,28176,244
1996,59,Males,25767,399
1996,60,Females,27966,272
1996,60,Males,25518,401
1996,61,Females,27619,242
1996,61,Males,24886,401
1996,62,Females,26933,312
1996,62,Males,24186,472
1996,63,Females,26640,334
1996,63,Males,23553,560
1996,64,Females,27567,406
1996,64,Males,23845,621
1996,65,Females,27225,404
1996,65,Males,23337,652
1996,66,Females,26931,465
1996,66,Males,22465,652
1996,67,Females,26278,490
1996,67,Males,21918,674
1996,68,Females,25217,578
1996,68,Males,20614,736
1996,69,Females,25101,606
1996,69,Males,20118,816
1996,70,Females,25227,611
1996,70,Males,20036,878
1996,71,Females,24080,715
1996,71,Males,18540,923
1996,72,Females,23714,705
1996,72,Males,17821,956
1996,73,Females,22791,759
1996,73,Males,16414,969
1996,74,Females,23390,872
1996,74,Males,16515,999
1996,75,Females,23332,978
1996,75,Males,15684,1026
1996,76,Females,23762,998
1996,76,Males,15264,1088
1996,77,Females,16275,810
1996,77,Males,9742,813
1996,78,Females,14896,834
1996,78,Males,8674,767
1996,79,Females,15009,926
1996,79,Males,8595,845
1996,80,Females,15507,981
1996,80,Males,8281,887
1996,81,Females,15487,1160
1996,81,Males,7978,906
1996,82,Females,14528,1163
1996,82,Males,7056,903
1996,83,Females,13022,1194
1996,83,Males,6254,883
1996,84,Females,11690,1211
1996,84,Males,5172,803
1996,85,Females,10573,1126
1996,85,Males,4374,714
1996,86,Females,9660,1187
1996,86,Males,3666,682
1996,87,Females,8576,1160
1996,87,Males,2947,546
1996,88,Females,7136,1055
1996,88,Males,2381,484
1996,89,Females,5725,983
1996,89,Males,1682,404
1996,90,Females,19731,4708
1996,90,Males,4625,1294
1997,0,Females,28992,130
1997,0,Males,30648,186
1997,1,Females,28431,10
1997,1,Males,29887,9
1997,2,Females,29097,5
1997,2,Males,30576,8
1997,3,Females,30282,4
1997,3,Males,31552,8
1997,4,Females,31005,4
1997,4,Males,32235,7
1997,5,Females,32115,8
1997,5,Males,33523,2
1997,6,Females,31941,8
1997,6,Males,33454,2
1997,7,Females,30952,4
1997,7,Males,32455,7
1997,8,Females,30962,4
1997,8,Males,32576,6
1997,9,Females,31898,4
1997,9,Males,33899,5
1997,10,Females,31833,4
1997,10,Males,33268,7
1997,11,Females,32021,6
1997,11,Males,33562,2
1997,12,Females,31988,3
1997,12,Males,33029,7
1997,13,Females,30406,4
1997,13,Males,31721,8
1997,14,Females,30643,4
1997,14,Males,31698,3
1997,15,Females,31265,10
1997,15,Males,32101,6
1997,16,Females,32181,6
1997,16,Males,33644,21
1997,17,Females,31930,13
1997,17,Males,32577,16
1997,18,Females,30346,6
1997,18,Males,31400,28
1997,19,Females,30077,8
1997,19,Males,29713,43
1997,20,Females,29947,11
1997,20,Males,29963,29
1997,21,Females,32290,21
1997,21,Males,32152,41
1997,22,Females,32947,13
1997,22,Males,31926,41
1997,23,Females,32498,6
1997,23,Males,32166,45
1997,24,Females,34246,20
1997,24,Males,33917,52
1997,25,Females,36520,15
1997,25,Males,35387,48
1997,26,Females,38253,9
1997,26,Males,37073,33
1997,27,Females,38064,17
1997,27,Males,36751,50
1997,28,Females,39359,18
1997,28,Males,38170,56
1997,29,Females,40664,19
1997,29,Males,38749,51
1997,30,Females,40976,20
1997,30,Males,39853,53
1997,31,Females,40792,24
1997,31,Males,38508,43
1997,32,Females,42129,22
1997,32,Males,40227,65
1997,33,Females,42308,27
1997,33,Males,39687,68
1997,34,Females,41865,28
1997,34,Males,39435,54
1997,35,Females,40781,41
1997,35,Males,39408,55
1997,36,Females,40719,30
1997,36,Males,38815,53
1997,37,Females,39490,34
1997,37,Males,38177,76
1997,38,Females,39076,48
1997,38,Males,37418,71
1997,39,Females,38298,43
1997,39,Males,36380,64
1997,40,Females,37158,53
1997,40,Males,35605,84
1997,41,Females,35961,43
1997,41,Males,35254,95
1997,42,Females,34668,62
1997,42,Males,33775,94
1997,43,Females,34423,72
1997,43,Males,33768,90
1997,44,Females,33637,70
1997,44,Males,33163,106
1997,45,Females,32674,66
1997,45,Males,31969,120
1997,46,Females,33515,69
1997,46,Males,32941,128
1997,47,Females,33812,78
1997,47,Males,33390,141
1997,48,Females,34968,100
1997,48,Males,34585,148
1997,49,Females,36384,114
1997,49,Males,35909,164
1997,50,Females,39617,138
1997,50,Males,39050,193
1997,51,Females,30617,128
1997,51,Males,30328,194
1997,52,Females,29616,130
1997,52,Males,28954,197
1997,53,Females,30667,153
1997,53,Males,29916,257
1997,54,Females,30401,152
1997,54,Males,29046,252
1997,55,Females,28619,159
1997,55,Males,27174,298
1997,56,Females,27411,171
1997,56,Males,25557,273
1997,57,Females,28426,214
1997,57,Males,26523,315
1997,58,Females,28456,194
1997,58,Males,26416,309
1997,59,Females,28237,226
1997,59,Males,26393,376
1997,60,Females,27983,238
1997,60,Males,25441,380
1997,61,Females,27713,294
1997,61,Males,25198,412
1997,62,Females,27400,313
1997,62,Males,24531,450
1997,63,Females,26645,324
1997,63,Males,23785,545
1997,64,Females,26330,347
