year,age,sex,n,deaths
2003,21,Males,32710,41
2003,22,Females,34440,15
2003,22,Males,34407,38
2003,23,Females,33265,15
2003,23,Males,33459,31
2003,24,Females,30951,12
2003,24,Males,31656,49
2003,25,Females,28795,10
2003,25,Males,28496,31
2003,26,Females,27930,11
2003,26,Males,27601,28
2003,27,Females,30155,15
2003,27,Males,29233,44
2003,28,Females,30839,14
2003,28,Males,29009,38
2003,29,Females,31400,17
2003,29,Males,29720,45
2003,30,Females,33698,17
2003,30,Males,31725,54
2003,31,Females,36288,28
2003,31,Males,33419,43
2003,32,Females,38208,21
2003,32,Males,35322,61
2003,33,Females,38104,23
2003,33,Males,35332,62
2003,34,Females,39694,25
2003,34,Males,36793,63
2003,35,Females,40659,25
2003,35,Males,37378,85
2003,36,Females,41037,41
2003,36,Males,38850,70
2003,37,Females,41105,42
2003,37,Males,37892,66
2003,38,Females,42228,36
2003,38,Males,39630,79
2003,39,Females,42421,52
2003,39,Males,39142,96
2003,40,Females,42172,47
2003,40,Males,39173,92
2003,41,Females,40913,58
2003,41,Males,39256,92
2003,42,Females,40449,62
2003,42,Males,38233,89
2003,43,Females,39087,61
2003,43,Males,37531,121
2003,44,Females,39002,65
2003,44,Males,37055,103
2003,45,Females,38178,85
2003,45,Males,36252,121
2003,46,Females,37084,77
2003,46,Males,35539,108
2003,47,Females,35867,85
2003,47,Males,34984,128
2003,48,Females,34584,98
2003,48,Males,33537,153
2003,49,Females,34197,97
2003,49,Males,33410,156
2003,50,Females,33534,100
2003,50,Males,32857,165
2003,51,Females,32547,119
2003,51,Males,31742,150
2003,52,Females,33293,135
2003,52,Males,32471,200
2003,53,Females,33550,125
2003,53,Males,32922,227
2003,54,Females,34575,141
2003,54,Males,34055,226
2003,55,Females,35890,170
2003,55,Males,35115,275
2003,56,Females,39127,218
2003,56,Males,38072,330
2003,57,Females,30157,178
2003,57,Males,29493,279
2003,58,Females,29140,197
2003,58,Males,28023,324
2003,59,Females,30105,240
2003,59,Males,28868,338
2003,60,Females,29711,246
2003,60,Males,27664,425
2003,61,Females,27838,265
2003,61,Males,25669,374
2003,62,Females,26561,312
2003,62,Males,24017,416
2003,63,Females,27428,259
2003,63,Males,24824,502
2003,64,Females,27272,361
2003,64,Males,24522,524
2003,65,Females,26867,367
2003,65,Males,24245,527
2003,66,Females,26438,393
2003,66,Males,23086,533
2003,67,Females,26134,445
2003,67,Males,22604,589
2003,68,Females,25574,430
2003,68,Males,21829,591
2003,69,Females,24728,471
2003,69,Males,20714,694
2003,70,Females,24039,447
2003,70,Males,19836,644
2003,71,Females,24574,591
2003,71,Males,19549,746
2003,72,Females,23893,640
2003,72,Males,18649,782
2003,73,Females,23263,663
2003,73,Males,17594,837
2003,74,Females,22226,747
2003,74,Males,16592,854
2003,75,Females,20687,766
2003,75,Males,15066,848
2003,76,Females,20119,843
2003,76,Males,14307,884
2003,77,Females,20086,895
2003,77,Males,13774,988
2003,78,Females,18725,927
2003,78,Males,12378,921
2003,79,Females,17983,1012
2003,79,Males,11454,894
2003,80,Females,16652,1012
2003,80,Males,9843,957
2003,81,Females,16490,1096
2003,81,Males,9515,1009
2003,82,Females,16042,1217
2003,82,Males,8775,932
2003,83,Females,15623,1274
2003,83,Males,8142,892
2003,84,Females,10198,935
2003,84,Males,4931,669
2003,85,Females,8726,979
2003,85,Males,3903,576
2003,86,Females,8252,1014
2003,86,Males,3697,639
2003,87,Females,8162,1090
2003,87,Males,3145,552
2003,88,Females,7598,1078
2003,88,Males,2911,536
2003,89,Females,6735,1060
2003,89,Males,2321,494
2003,90,Females,23192,5767
2003,90,Males,6665,1924
2004,0,Females,25999,106
2004,0,Males,27629,160
2004,1,Females,25436,7
2004,1,Males,26518,15
2004,2,Females,25255,1
2004,2,Males,26167,7
2004,3,Females,26055,7
2004,3,Males,26713,2
2004,4,Females,26118,4
2004,4,Males,27835,5
2004,5,Females,27434,3
2004,5,Males,28870,5
2004,6,Females,28105,3
2004,6,Males,29466,2
2004,7,Females,28867,0
2004,7,Males,30545,3
2004,8,Females,28665,4
2004,8,Males,30288,6
2004,9,Females,29081,5
2004,9,Males,30691,5
2004,10,Females,30170,2
2004,10,Males,31484,2
2004,11,Females,30945,3
2004,11,Males,31998,6
2004,12,Females,32242,5
2004,12,Males,33244,5
2004,13,Females,32136,5
2004,13,Males,33280,3
2004,14,Females,31017,7
2004,14,Males,32379,7
2004,15,Females,30901,6
2004,15,Males,32212,10
2004,16,Females,31782,8
2004,16,Males,33267,15
2004,17,Females,31411,11
2004,17,Males,32434,24
2004,18,Females,31612,14
2004,18,Males,32611,28
2004,19,Females,33217,13
2004,19,Males,33103,28
2004,20,Females,32196,14
2004,20,Males,32073,37
2004,21,Females,32900,10
2004,21,Males,32332,26
2004,22,Females,33760,13
2004,22,Males,32698,32
2004,23,Females,34029,13
2004,23,Males,34011,53
2004,24,Females,32934,12
2004,24,Males,33183,33
2004,25,Females,30931,9
2004,25,Males,31380,40
2004,26,Females,28972,3
2004,26,Males,28276,31
2004,27,Females,28179,17
2004,27,Males,27601,38
2004,28,Females,30320,17
2004,28,Males,29155,42
2004,29,Females,31124,17
2004,29,Males,29108,38
2004,30,Females,31578,14
2004,30,Males,29848,43
2004,31,Females,33855,17
2004,31,Males,31818,48
2004,32,Females,36546,28
2004,32,Males,33668,47
2004,33,Females,38497,27
2004,33,Males,35415,58
2004,34,Females,38295,30
2004,34,Males,35376,64
2004,35,Females,39830,32
2004,35,Males,36960,71
2004,36,Females,40799,40
2004,36,Males,37595,62
2004,37,Females,41157,43
2004,37,Males,38983,85
2004,38,Females,41210,44
2004,38,Males,38128,76
2004,39,Females,42363,49
2004,39,Males,39793,99
2004,40,Females,42494,41
2004,40,Males,39326,99
2004,41,Females,42260,43
2004,41,Males,39319,100
2004,42,Females,40967,56
2004,42,Males,39346,82
2004,43,Females,40477,76
2004,43,Males,38311,103
2004,44,Females,39068,68
2004,44,Males,37544,112
2004,45,Females,39043,82
2004,45,Males,37039,118
2004,46,Females,38139,105
2004,46,Males,36192,138
2004,47,Females,37145,91
2004,47,Males,35538,146
2004,48,Females,35889,86
2004,48,Males,34986,139
2004,49,Females,34601,79
2004,49,Males,33510,168
2004,50,Females,34232,103
2004,50,Males,33380,155
2004,51,Females,33626,115
2004,51,Males,32815,182
2004,52,Females,32536,125
2004,52,Males,31690,193
2004,53,Females,33279,143
2004,53,Males,32420,220
2004,54,Females,33544,136
2004,54,Males,32862,217
2004,55,Females,34620,178
2004,55,Males,33901,266
2004,56,Females,35895,202
2004,56,Males,35021,317
2004,57,Females,39126,221
2004,57,Males,37938,316
2004,58,Females,30067,187
2004,58,Males,29315,300
2004,59,Females,29085,200
2004,59,Males,27832,314
2004,60,Females,29947,249
2004,60,Males,28662,385
2004,61,Females,29653,247
2004,61,Males,27427,421
2004,62,Females,27718,250
2004,62,Males,25413,438
2004,63,Females,26385,248
2004,63,Males,23698,411
2004,64,Females,27224,309
2004,64,Males,24477,461
2004,65,Females,27026,327
2004,65,Males,24169,494
2004,66,Females,26574,361
2004,66,Males,23810,561
2004,67,Females,26152,404
2004,67,Males,22644,554
2004,68,Females,25741,436
2004,68,Males,22083,560
2004,69,Females,25181,436
2004,69,Males,21288,605
2004,70,Females,24321,504
2004,70,Males,20081,663
2004,71,Females,23495,517
2004,71,Males,19204,730
2004,72,Females,23983,565
2004,72,Males,18845,756
2004,73,Females,23236,689
2004,73,Males,17962,771
2004,74,Females,22591,685
2004,74,Males,16774,813
2004,75,Females,21532,780
2004,75,Males,15784,814
2004,76,Females,19893,797
2004,76,Males,14261,831
2004,77,Females,19340,817
2004,77,Males,13467,895
2004,78,Females,19140,883
2004,78,Males,12842,929
2004,79,Females,17747,946
2004,79,Males,11489,847
2004,80,Females,17034,928
2004,80,Males,10556,902
2004,81,Females,15632,1084
2004,81,Males,8934,906
2004,82,Females,15391,1214
2004,82,Males,8566,873
2004,83,Females,14870,1243
2004,83,Males,7881,888
2004,84,Females,14335,1232
2004,84,Males,7217,848
2004,85,Females,9300,870
2004,85,Males,4319,574
2004,86,Females,7841,835
2004,86,Males,3364,525
2004,87,Females,7308,1007
2004,87,Males,3114,519
2004,88,Females,7097,1024
2004,88,Males,2666,512
2004,89,Females,6599,952
2004,89,Males,2416,467
2004,90,Females,23395,5573
2004,90,Males,6770,1776
2005,0,Females,26409,125
2005,0,Males,28093,159
2005,1,Females,26133,14
2005,1,Males,27817,8
2005,2,Females,25563,3
2005,2,Males,26608,16
2005,3,Females,25376,2
2005,3,Males,26309,6
2005,4,Females,26253,8
2005,4,Males,26933,3
2005,5,Females,26274,4
2005,5,Males,28042,3
2005,6,Females,27584,0
2005,6,Males,29073,4
2005,7,Females,28297,2
2005,7,Males,29677,2
2005,8,Females,29025,3
2005,8,Males,30749,5
2005,9,Females,28835,2
2005,9,Males,30520,5
2005,10,Females,29248,4
2005,10,Males,30903,7
2005,11,Females,30331,4
2005,11,Males,31706,5
2005,12,Females,31036,5
2005,12,Males,32010,3
2005,13,Females,32173,2
2005,13,Males,33038,9
2005,14,Females,31906,3
2005,14,Males,33105,6
2005,15,Females,30886,6
2005,15,Males,32129,11
2005,16,Females,30967,15
2005,16,Males,32160,14
2005,17,Females,31888,10
2005,17,Males,33173,33
2005,18,Females,31676,12
2005,18,Males,32475,18
2005,19,Females,33616,12
2005,19,Males,33818,30
2005,20,Females,34431,15
2005,20,Males,33985,26
2005,21,Females,33375,18
2005,21,Males,32769,33
2005,22,Females,33632,11
2005,22,Males,32726,23
2005,23,Females,33982,9
2005,23,Males,32762,34
2005,24,Females,34056,5
2005,24,Males,33949,34
2005,25,Females,33187,5
2005,25,Males,33123,38
2005,26,Females,31155,11
2005,26,Males,31344,28
2005,27,Females,29269,9
2005,27,Males,28582,35
2005,28,Females,28416,20
2005,28,Males,27779,23
2005,29,Females,30587,13
2005,29,Males,29356,25
2005,30,Females,31381,21
2005,30,Males,29406,39
2005,31,Females,31768,20
2005,31,Males,30127,44
2005,32,Females,34109,18
2005,32,Males,32112,43
2005,33,Females,36804,19
2005,33,Males,33911,61
2005,34,Females,38785,27
2005,34,Males,35661,49
2005,35,Females,38408,34
2005,35,Males,35528,63
2005,36,Females,39975,38
2005,36,Males,37135,67
2005,37,Females,41030,46
2005,37,Males,37809,71
2005,38,Females,41242,40
2005,38,Males,39121,86
2005,39,Females,41346,45
2005,39,Males,38441,77
2005,40,Females,42500,60
2005,40,Males,40014,94
2005,41,Females,42641,51
2005,41,Males,39520,109
2005,42,Females,42352,60
2005,42,Males,39511,119
2005,43,Females,41034,61
2005,43,Males,39432,111
2005,44,Females,40564,71
2005,44,Males,38478,85
2005,45,Females,39099,72
2005,45,Males,37570,136
2005,46,Females,39090,79
2005,46,Males,37049,128
2005,47,Females,38141,82
2005,47,Males,36242,147
2005,48,Females,37154,112
2005,48,Males,35564,149
2005,49,Females,35952,106
2005,49,Males,35003,139
2005,50,Females,34593,114
2005,50,Males,33483,161
2005,51,Females,34251,108
2005,51,Males,33342,182
2005,52,Females,33603,130
2005,52,Males,32786,194
2005,53,Females,32563,119
2005,53,Males,31638,198
2005,54,Females,33293,151
2005,54,Males,32307,220
2005,55,Females,33473,165
2005,55,Males,32786,244
2005,56,Females,34588,183
2005,56,Males,33805,286
2005,57,Females,35851,237
2005,57,Males,34910,305
2005,58,Females,39022,217
2005,58,Males,37733,364
2005,59,Females,29996,199
2005,59,Males,29118,313
2005,60,Females,28995,222
2005,60,Males,27601,311
2005,61,Females,29747,265
2005,61,Males,28418,368
2005,62,Females,29465,258
2005,62,Males,27098,454
2005,63,Females,27557,251
2005,63,Males,25057,409
2005,64,Females,26175,319
2005,64,Males,23340,424
2005,65,Females,26954,368
2005,65,Males,24099,468
2005,66,Females,26696,384
2005,66,Males,23756,509
2005,67,Females,26264,380
2005,67,Males,23297,620
2005,68,Females,25797,451
2005,68,Males,22102,593
2005,69,Females,25329,428
2005,69,Males,21546,577
2005,70,Females,24763,445
2005,70,Males,20740,660
2005,71,Females,23812,531
2005,71,Males,19448,671
2005,72,Females,22994,521
2005,72,Males,18532,693
2005,73,Females,23407,615
2005,73,Males,18155,724
2005,74,Females,22533,718
2005,74,Males,17179,837
2005,75,Females,21870,741
2005,75,Males,15951,840
2005,76,Females,20737,776
2005,76,Males,14994,860
2005,77,Females,19083,832
2005,77,Males,13404,885
2005,78,Females,18487,931
2005,78,Males,12619,871
2005,79,Females,18257,898
2005,79,Males,11896,941
2005,80,Females,16781,1018
2005,80,Males,10571,861
2005,81,Females,16014,1000
2005,81,Males,9661,858
2005,82,Females,14582,1055
2005,82,Males,8075,833
2005,83,Females,14198,1137
2005,83,Males,7710,848
2005,84,Females,13677,1232
2005,84,Males,6987,894
2005,85,Females,13111,1161
2005,85,Males,6366,768
2005,86,Females,8432,893
2005,86,Males,3740,583
2005,87,Females,6966,907
2005,87,Males,2884,500
2005,88,Females,6373,886
2005,88,Males,2583,509
2005,89,Females,6109,937
2005,89,Males,2187,423
2005,90,Females,23587,5628
2005,90,Males,7023,1800
2006,0,Females,26915,103
2006,0,Males,28202,145
2006,1,Females,26520,14
2006,1,Males,28119,11
2006,2,Females,26152,6
2006,2,Males,27771,5
2006,3,Females,25617,3
2006,3,Males,26701,2
2006,4,Females,25466,3
2006,4,Males,26424,3
2006,5,Females,26322,3
2006,5,Males,27062,2
2006,6,Females,26403,5
2006,6,Males,28242,7
2006,7,Females,27728,0
2006,7,Males,29207,3
2006,8,Females,28427,1
2006,8,Males,29757,3
2006,9,Females,29173,2
2006,9,Males,30855,3
2006,10,Females,28999,4
2006,10,Males,30643,3
2006,11,Females,29317,5
2006,11,Males,30996,3
2006,12,Females,30502,2
2006,12,Males,31779,3
2006,13,Females,31001,2
2006,13,Males,31988,7
2006,14,Females,32237,4
2006,14,Males,32934,5
2006,15,Females,31811,12
2006,15,Males,32962,17
2006,16,Females,30946,4
2006,16,Males,32196,9
2006,17,Females,31141,7
2006,17,Males,32349,28
2006,18,Females,32371,8
2006,18,Males,33489,26
2006,19,Females,33859,9
2006,19,Males,33922,32
2006,20,Females,34743,13
2006,20,Males,34632,42
2006,21,Females,35201,12
2006,21,Males,34489,40
2006,22,Females,33316,11
2006,22,Males,32638,32
2006,23,Females,33537,9
2006,23,Males,32810,51
2006,24,Females,34042,13
2006,24,Males,33019,41
2006,25,Females,34131,13
2006,25,Males,33957,37
2006,26,Females,33297,9
2006,26,Males,32944,35
2006,27,Females,31370,11
2006,27,Males,31531,31
2006,28,Females,29537,24
2006,28,Males,28688,36
2006,29,Females,28725,11
2006,29,Males,27973,50
2006,30,Females,30777,20
2006,30,Males,29597,47
2006,31,Females,31584,13
2006,31,Males,29650,55
2006,32,Females,31952,17
2006,32,Males,30436,48
2006,33,Females,34310,27
2006,33,Males,32265,60
2006,34,Females,37011,25
2006,34,Males,34171,62
2006,35,Females,38910,19
2006,35,Males,35899,74
2006,36,Females,38652,42
2006,36,Males,35698,68
2006,37,Females,40138,42
2006,37,Males,37326,84
2006,38,Females,41127,48
2006,38,Males,38082,90
2006,39,Females,41294,44
2006,39,Males,39364,82
2006,40,Females,41364,45
2006,40,Males,38619,93
2006,41,Females,42574,59
2006,41,Males,40201,95
2006,42,Females,42636,79
2006,42,Males,39633,105
2006,43,Females,42417,64
2006,43,Males,39687,118
2006,44,Females,41010,55
2006,44,Males,39534,129
2006,45,Females,40494,81
2006,45,Males,38496,122
2006,46,Females,39082,87
2006,46,Males,37498,137
2006,47,Females,39086,87
2006,47,Males,37055,140
2006,48,Females,38082,103
2006,48,Males,36237,151
2006,49,Females,37080,95
2006,49,Males,35603,160
2006,50,Females,35924,121
2006,50,Males,34872,177
2006,51,Females,34597,114
2006,51,Males,33402,196
2006,52,Females,34202,136
2006,52,Males,33216,182
2006,53,Females,33596,129
2006,53,Males,32691,198
2006,54,Females,32550,137
2006,54,Males,31533,234
2006,55,Females,33243,144
2006,55,Males,32182,253
2006,56,Females,33334,169
2006,56,Males,32646,269
2006,57,Females,34497,203
2006,57,Males,33624,288
2006,58,Females,35737,213
2006,58,Males,34687,340
2006,59,Females,38927,256
2006,59,Males,37501,356
2006,60,Females,29862,234
2006,60,Males,28920,353
2006,61,Females,28840,230
2006,61,Males,27343,394
2006,62,Females,29521,265
2006,62,Males,28126,424
2006,63,Females,29229,311
2006,63,Males,26746,439
2006,64,Females,27305,326
2006,64,Males,24656,451
2006,65,Females,25879,323
2006,65,Males,22965,455
2006,66,Females,26605,330
2006,66,Males,23641,490
2006,67,Females,26316,397
2006,67,Males,23310,533
2006,68,Females,25919,430
2006,68,Males,22743,587
2006,69,Females,25394,434
2006,69,Males,21557,550
2006,70,Females,24871,430
2006,70,Males,20962,624
2006,71,Females,24290,552
2006,71,Males,20109,650
2006,72,Females,23251,550
2006,72,Males,18781,655
2006,73,Females,22459,576
2006,73,Males,17856,696
2006,74,Females,22721,700
2006,74,Males,17474,726
2006,75,Females,21822,708
2006,75,Males,16387,754
2006,76,Females,21075,759
2006,76,Males,15156,830
2006,77,Females,19893,806
2006,77,Males,14115,854
2006,78,Females,18254,864
2006,78,Males,12524,820
2006,79,Females,17587,890
2006,79,Males,11804,842
2006,80,Females,17310,1007
2006,80,Males,11005,904
2006,81,Females,15729,1050
2006,81,Males,9713,864
2006,82,Females,14971,1053
2006,82,Males,8777,873
2006,83,Females,13519,1052
2006,83,Males,7250,811
2006,84,Females,13033,1114
2006,84,Males,6873,801
2006,85,Females,12541,1190
2006,85,Males,6186,818
2006,86,Females,11949,1175
2006,86,Males,5590,765
2006,87,Females,7538,946
2006,87,Males,3197,513
2006,88,Females,6142,833
2006,88,Males,2381,430
2006,89,Females,5564,834
2006,89,Males,2139,408
2006,90,Females,23554,5476
2006,90,Males,7094,1812
2007,0,Females,27721,118
2007,0,Males,29319,154
2007,1,Females,27108,14
2007,1,Males,28341,5
2007,2,Females,26713,4
2007,2,Males,28339,5
2007,3,Females,26293,4
2007,3,Males,27917,12
2007,4,Females,25750,4
2007,4,Males,26806,3
2007,5,Females,25583,2
2007,5,Males,26605,3
2007,6,Females,26519,3
2007,6,Males,27293,2
2007,7,Females,26637,1
2007,7,Males,28472,3
2007,8,Females,27937,2
2007,8,Males,29415,4
2007,9,Females,28595,3
2007,9,Males,29976,1
2007,10,Females,29380,2
2007,10,Males,31073,6
2007,11,Females,29168,3
2007,11,Males,30929,7
2007,12,Females,29507,2
2007,12,Males,31166,5
2007,13,Females,30532,3
2007,13,Males,31917,1
2007,14,Females,31158,4
2007,14,Males,32077,12
2007,15,Females,32389,5
2007,15,Males,33012,7
2007,16,Females,31883,4
2007,16,Males,33045,17
2007,17,Females,31616,12
2007,17,Males,32882,25
2007,18,Females,31881,15
2007,18,Males,32921,46
2007,19,Females,34519,14
2007,19,Males,35123,32
2007,20,Females,35202,8
2007,20,Males,34633,38
2007,21,Females,34702,6
2007,21,Males,34284,36
2007,22,Females,34993,14
2007,22,Males,34154,38
2007,23,Females,33585,11
2007,23,Males,33063,42
2007,24,Females,33891,13
2007,24,Males,33072,53
2007,25,Females,34607,11
2007,25,Males,33458,39
2007,26,Females,34452,13
2007,26,Males,34106,40
2007,27,Females,33793,16
2007,27,Males,33305,48
2007,28,Females,31867,10
2007,28,Males,31848,31
2007,29,Females,30028,12
2007,29,Males,29070,30
2007,30,Females,29182,18
2007,30,Males,28510,36
2007,31,Females,31147,26
2007,31,Males,30123,56
2007,32,Females,31948,25
2007,32,Males,30105,55
2007,33,Females,32301,21
2007,33,Males,30880,64
2007,34,Females,34664,14
2007,34,Males,32723,62
2007,35,Females,37340,29
2007,35,Males,34549,69
2007,36,Females,39167,41
2007,36,Males,36296,63
2007,37,Females,38814,40
2007,37,Males,35928,71
2007,38,Females,40358,36
2007,38,Males,37611,87
2007,39,Females,41289,51
2007,39,Males,38428,81
2007,40,Females,41414,52
2007,40,Males,39599,83
2007,41,Females,41466,48
2007,41,Males,38792,102
2007,42,Females,42642,64
2007,42,Males,40447,112
2007,43,Females,42728,66
2007,43,Males,39799,113
2007,44,Females,42440,63
2007,44,Males,39803,127
2007,45,Females,41076,70
2007,45,Males,39684,136
2007,46,Females,40507,94
2007,46,Males,38536,122
2007,47,Females,39088,96
2007,47,Males,37544,144
2007,48,Females,39108,94
2007,48,Males,37150,119
2007,49,Females,38073,129
2007,49,Males,36281,153
2007,50,Females,37103,113
2007,50,Males,35624,175
2007,51,Females,35975,124
2007,51,Males,34874,186
2007,52,Females,34568,112
2007,52,Males,33398,203
2007,53,Females,34183,132
2007,53,Males,33161,216
2007,54,Females,33573,160
2007,54,Males,32579,231
2007,55,Females,32553,151
2007,55,Males,31431,228
2007,56,Females,33212,183
2007,56,Males,32093,265
2007,57,Females,33252,183
2007,57,Males,32496,293
2007,58,Females,34412,186
2007,58,Males,33458,323
2007,59,Females,35631,215
2007,59,Males,34484,362
2007,60,Females,38870,261
2007,60,Males,37279,423
2007,61,Females,29709,248
2007,61,Males,28742,377
2007,62,Females,28660,259
2007,62,Males,27009,391
2007,63,Females,29298,304
2007,63,Males,27750,444
2007,64,Females,28978,321
2007,64,Males,26446,466
2007,65,Females,27061,352
2007,65,Males,24331,453
2007,66,Females,25593,324
2007,66,Males,22553,461
2007,67,Females,26279,386
2007,67,Males,23206,499
2007,68,Females,25912,428
2007,68,Males,22867,566
2007,69,Females,25533,490
2007,69,Males,22259,561
2007,70,Females,24996,498
2007,70,Males,21005,655
2007,71,Females,24440,503
2007,71,Males,20329,667
2007,72,Females,23735,535
2007,72,Males,19487,725
2007,73,Females,22697,604
2007,73,Males,18143,707
2007,74,Females,21830,612
2007,74,Males,17208,788
2007,75,Females,22034,698
2007,75,Males,16729,838
2007,76,Females,21091,741
2007,76,Males,15627,818
2007,77,Females,20295,764
2007,77,Males,14288,898
2007,78,Females,19097,840
2007,78,Males,13301,822
2007,79,Females,17429,834
2007,79,Males,11714,862
2007,80,Females,16676,990
2007,80,Males,10938,884
2007,81,Females,16254,990
2007,81,Males,10087,929
2007,82,Females,14710,1030
2007,82,Males,8877,896
2007,83,Females,13816,1064
2007,83,Males,7930,844
2007,84,Females,12454,1132
2007,84,Males,6509,756
2007,85,Females,11858,1191
2007,85,Males,6038,771
2007,86,Females,11351,1218
2007,86,Males,5414,775
2007,87,Females,10761,1218
2007,87,Males,4772,729
2007,88,Females,6589,904
2007,88,Males,2707,472
2007,89,Females,5367,816
2007,89,Males,2003,405
2007,90,Females,22845,5567
2007,90,Males,7004,1931
2008,0,Females,29211,113
2008,0,Males,30335,140
2008,1,Females,27861,6
2008,1,Males,29400,11
2008,2,Females,27194,5
2008,2,Males,28449,7
2008,3,Females,26770,5
2008,3,Males,28479,3
2008,4,Females,26348,1
2008,4,Males,28029,1
2008,5,Females,25812,1
2008,5,Males,26868,2
2008,6,Females,25697,1
2008,6,Males,26709,5
2008,7,Females,26687,5
2008,7,Males,27430,5
2008,8,Females,26796,2
2008,8,Males,28580,4
2008,9,Females,28096,2
2008,9,Males,29543,3
2008,10,Females,28725,5
2008,10,Males,30111,3
2008,11,Females,29565,4
2008,11,Males,31244,2
2008,12,Females,29258,3
2008,12,Males,31122,5
2008,13,Females,29668,3
2008,13,Males,31382,3
2008,14,Females,30639,3
2008,14,Males,32074,3
2008,15,Females,31381,9
2008,15,Males,32178,6
2008,16,Females,32414,5
2008,16,Males,33012,16
2008,17,Females,32277,14
2008,17,Males,32934,27
2008,18,Females,32340,16
2008,18,Males,33433,30
2008,19,Females,34378,11
2008,19,Males,34780,27
2008,20,Females,35736,13
2008,20,Males,36167,36
2008,21,Females,35013,15
2008,21,Males,34119,27
2008,22,Females,35070,15
2008,22,Males,34646,34
2008,23,Females,34963,9
2008,23,Males,34312,41
2008,24,Females,33660,16
2008,24,Males,32999,36
2008,25,Females,34240,13
2008,25,Males,33427,49
2008,26,Females,34904,11
2008,26,Males,33589,38
2008,27,Females,34639,18
2008,27,Males,34126,44
2008,28,Females,33978,14
2008,28,Males,33266,35
2008,29,Females,32248,14
2008,29,Males,32063,58
2008,30,Females,30454,13
2008,30,Males,29401,49
2008,31,Females,29487,15
2008,31,Males,28898,57
2008,32,Females,31441,28
2008,32,Males,30470,47
2008,33,Females,32166,16
2008,33,Males,30370,60
2008,34,Females,32606,30
2008,34,Males,31234,66
2008,35,Females,34889,32
2008,35,Males,33099,60
2008,36,Females,37541,39
2008,36,Males,34942,67
2008,37,Females,39339,34
2008,37,Males,36503,78
2008,38,Females,38995,38
2008,38,Males,36217,79
2008,39,Females,40464,51
2008,39,Males,37885,92
2008,40,Females,41418,57
2008,40,Males,38627,79
2008,41,Females,41465,56
2008,41,Males,39651,97
2008,42,Females,41551,56
2008,42,Males,39039,94
2008,43,Females,42694,65
2008,43,Males,40625,111
2008,44,Females,42790,69
2008,44,Males,39918,111
2008,45,Females,42445,79
2008,45,Males,39986,137
2008,46,Females,41104,79
2008,46,Males,39682,129
2008,47,Females,40463,93
2008,47,Males,38619,165
2008,48,Females,39078,91
2008,48,Males,37583,169
2008,49,Females,39088,107
2008,49,Males,37161,146
2008,50,Females,38073,118
2008,50,Males,36276,184
2008,51,Females,37035,121
2008,51,Males,35598,189
2008,52,Females,35934,129
2008,52,Males,34761,183
2008,53,Females,34549,126
2008,53,Males,33308,200
2008,54,Females,34126,140
2008,54,Males,33066,213
2008,55,Females,33507,142
2008,55,Males,32467,247
2008,56,Females,32489,172
2008,56,Males,31317,245
2008,57,Females,33115,180
2008,57,Males,31923,280
2008,58,Females,33114,205
2008,58,Males,32236,313
2008,59,Females,34287,231
2008,59,Males,33225,333
2008,60,Females,35498,269
2008,60,Males,34223,398
2008,61,Females,38710,267
2008,61,Males,37012,421
2008,62,Females,29498,266
2008,62,Males,28481,391
2008,63,Females,28486,282
2008,63,Males,26688,433
2008,64,Females,28995,301
2008,64,Males,27380,420
2008,65,Females,28722,315
2008,65,Males,26067,514
2008,66,Females,26762,356
2008,66,Males,23918,500
2008,67,Females,25258,358
2008,67,Males,22124,463
2008,68,Females,25940,377
2008,68,Males,22748,543
2008,69,Females,25515,445
2008,69,Males,22349,629
2008,70,Females,25062,450
2008,70,Males,21718,645
2008,71,Females,24561,497
2008,71,Males,20385,635
2008,72,Females,23950,542
2008,72,Males,19677,665
2008,73,Females,23218,559
2008,73,Males,18792,722
2008,74,Females,22064,661
2008,74,Males,17470,736
2008,75,Females,21189,700
2008,75,Males,16454,749
2008,76,Females,21290,757
2008,76,Males,15944,788
2008,77,Females,20357,807
2008,77,Males,14848,772
2008,78,Females,19392,886
2008,78,Males,13422,899
2008,79,Females,18224,961
2008,79,Males,12428,855
2008,80,Females,16568,961
2008,80,Males,10943,828
2008,81,Females,15744,943
2008,81,Males,10070,887
2008,82,Females,15234,1058
2008,82,Males,9206,872
2008,83,Females,13650,1122
2008,83,Males,7985,840
2008,84,Females,12702,1104
2008,84,Males,7114,800
2008,85,Females,11335,1102
2008,85,Males,5755,767
2008,86,Females,10733,1184
2008,86,Males,5267,766
2008,87,Females,10193,1217
2008,87,Males,4712,697
2008,88,Females,9516,1195
2008,88,Males,4056,609
2008,89,Females,5724,859
2008,89,Males,2270,391
2008,90,Females,22237,5431
2008,90,Males,6899,1888
2009,0,Females,29136,93
2009,0,Males,30517,142
2009,1,Females,29171,5
2009,1,Males,30369,11
2009,2,Females,27877,9
2009,2,Males,29342,5
2009,3,Females,27253,5
2009,3,Males,28460,2
2009,4,Females,26863,1
2009,4,Males,28518,3
2009,5,Females,26358,2
2009,5,Males,28036,2
2009,6,Females,25831,2
2009,6,Males,26882,5
2009,7,Females,25739,3
2009,7,Males,26751,2
2009,8,Females,26782,2
2009,8,Males,27538,4
2009,9,Females,26969,2
2009,9,Males,28698,1
2009,10,Females,28193,3
2009,10,Males,29703,0
